,name,ykiho,top5
1034,한순자소아청소년과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '근막통증증후군', '비염', '호흡계통의 질환']"
1035,이해진소아청소년과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,"['감기', '고혈압', '비염', '알레르기질환', '호흡계통의 질환']"
1036,조은산부인과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz,"['방광염', '불임', '유산된 임신', '진통 및 분만의 합병증', '질염']"
1037,아름다운내과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
1038,탑이비인후과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz,"['비염', '위식도 역류질환', '이명', '중이염', '호흡계통의 질환']"
1039,미소안의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE0ODEjNTEjJDEjJDIjJDgz,"['각막염', '망막(맥락막·유리체) 질환', '백내장', '안구건조증', '알레르기질환']"
1040,건강드림내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQyIyQ1IyQwMCQyNjEyMjIjNTEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
1041,한이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,"['감기', '비염', '이명', '중이염', '호흡계통의 질환']"
1042,(사)대한신장복지회 대신의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,"['고혈압', '방광염', '욕창', '척추질환', '치매']"
1043,입장제일의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,"['거북목(일자목)증후군', '고혈압', '알레르기질환', '척추질환', '호흡계통의 질환']"
1044,라임소아청소년과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,"['감기', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
1045,디온여성의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['갑상선기능저하증', '방광염', '불임', '유산된 임신', '질염']"
1046,소리숨이비인후과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQyIyQ1IyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz,"['감기', '비염', '수면무호흡증', '위식도 역류질환', '호흡계통의 질환']"
1047,다본안과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,"['근시', '녹내장', '망막(맥락막·유리체) 질환', '백내장', '안구건조증']"
1048,규피부과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
1049,중앙내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '환경성질환_천식']"
1050,굿모닝힐의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '당뇨병', '비염', '장염']"
1051,웰비뇨기과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjNTEjJDEjJDYjJDgz,"['방광염', '신경인성 방광', '알레르기질환', '요로결석증', '전립선증식증']"
1052,연세내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNzEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
1053,서울외과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz,"['고혈압', '관절병증', '당뇨병', '척추질환', '호흡계통의 질환']"
1054,맑은샘의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
1055,김장훈안과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"['각막염', '근시', '망막(맥락막·유리체) 질환', '백내장', '알레르기질환']"
1056,봄내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '장염', '호흡계통의 질환']"
1057,아이나래정신건강의학과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNTEjJDEjJDYjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
1058,금강의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '관절병증', '당뇨병', '척추질환']"
1059,문산제일안과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjNjEjJDEjJDgjJDgz,"['녹내장', '망막(맥락막·유리체) 질환', '백내장', '안구건조증', '알레르기질환']"
1060,열린성모이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '비염', '위식도 역류질환', '중이염', '호흡계통의 질환']"
1061,강남의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,"['고혈압', '골다공증', '관절병증', '당뇨병', '척추질환']"
1062,고려재활의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"['고혈압', '관절병증', '손목터널증후군', '오십견', '척추질환']"
1063,오지현소아과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,"['비염', '알레르기질환', '장염', '중이염', '호흡계통의 질환']"
1064,수이비인후과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['감기', '근막통증증후군', '비염', '이명', '호흡계통의 질환']"
1065,제일영상의학과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ2MiQzNjEwMDIjODEjJDEjJDYjJDgz,"['골절', '반월상 연골판 손상', '발목염좌긴장', '척추질환', '호흡계통의 질환']"
1066,연세봄이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNTEjJDEjJDYjJDgz,"['감기', '비염', '알레르기질환', '이명', '호흡계통의 질환']"
1067,지산내과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQzNjEyMjIjNTEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '골다공증', '당뇨병', '순환계통의 질환']"
1068,행복한내과의원,JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '장염', '호흡계통의 질환']"
1069,참고운피부과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"['대상포진', '백반증', '알레르기질환', '탈모', '화상']"
1070,가좌성모의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjNDEjJDEjJDgjJDgz,"['고혈압', '근막통증증후군', '당뇨병', '척추질환', '호흡계통의 질환']"
1071,예사랑피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQyNjEwMDIjNTEjJDEjJDIjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
1072,아름신경외과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,"['거북목(일자목)증후군', '골절', '관절병증', '오십견', '척추질환']"
1073,이재복내과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz,"['감기', '갑상선기능저하증', '고지혈증', '고혈압', '당뇨병']"
1074,연세리엔산부인과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,"['방광염', '성매개감염병', '알레르기질환', '요실금 ', '질염']"
1075,우리가정의학과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '비염', '알레르기질환', '호흡계통의 질환']"
1076,시흥서울안과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,"['근시', '녹내장', '백내장', '안구건조증', '알레르기질환']"
1077,효나소아청소년과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"['감기', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
1078,연세포유의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,"['감기', '고혈압', '근막통증증후군', '당뇨병', '치매']"
1079,세광의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3OSQyNjE0ODEjODEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '알레르기질환']"
1080,파티마마취통증의학과의원,JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjODEjJDEjJDYjJDgz,"['고혈압', '관절병증', '알레르기질환', '척추질환', '호흡계통의 질환']"
1081,닥터김내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,"['고혈압', '당뇨병', '비염', '위식도 역류질환', '장염']"
1082,다정금이비인후과의원,JDQ4MTYyMiM4MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,"['감기', '난청', '이명', '중이염']"
1083,기쁨내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjE0ODEjNTEjJDEjJDIjJDgz,"['고혈압', '당뇨병', '비염', '위식도 역류질환', '장염']"
1084,푸른이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,"['감기', '난청', '비염', '중이염', '호흡계통의 질환']"
1085,구로튼튼의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz,"['거북목(일자목)증후군', '관절병증', '알레르기질환', '오십견', '척추질환']"
1086,판교연세피부과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjODEjJDEjJDYjJDgz,"['대상포진', '알레르기질환', '탈모', '티눈', '화상']"
1087,수원기독의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,"['간암', '고혈압', '전립선암', '척추질환', '췌장암']"
1088,삼성서울가정의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '고혈압', '관절병증', '비염', '호흡계통의 질환']"
1089,한빛정형외과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQyNjE4MzIjNjEjJDEjJDQjJDgz,"['골절', '관절병증', '오십견', '척추질환', '테니스 엘보']"
1090,푸른성모이비인후과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDgjJDgz,"['감기', '비염', '알레르기질환', '척추질환', '호흡계통의 질환']"
1091,트루맨남성의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjODEjJDEjJDIjJDgz,"['고혈압', '알레르기질환', '전립선증식증', '정신및행동장애', '척추질환']"
1092,연세바른내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
1093,김용운성형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjODEjJDEjJDIjJDgz,"['비염', '알레르기질환', '척추질환', '하지의 정맥류', '호흡계통의 질환']"
1094,우리가족의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,"['고혈압', '당뇨병', '알레르기질환', '척추질환', '호흡계통의 질환']"
1095,열린마음정신과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjEyMjIjNjEjJDEjJDAjJDgz,"['비염', '우울증', '정신및행동장애', '조울증', '치매']"
1096,미즈유로여성의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,"['방광염', '알레르기질환', '요실금 ', '정신및행동장애', '질염']"
1097,달성내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '척추질환', '호흡계통의 질환']"
1098,센텀안과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjODEjJDEjJDYjJDgz,"['각막염', '녹내장', '망막(맥락막·유리체) 질환', '백내장', '알레르기질환']"
1099,생기가정의학과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,"['고혈압', '근막통증증후군', '당뇨병', '척추질환', '호흡계통의 질환']"
1100,서울중앙의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQwMyQzNjE0ODEjNjEjJDEjJDgjJDgz,"['고혈압', '근막통증증후군', '당뇨병', '위식도 역류질환', '척추질환']"
1101,눈에미소안과의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,"['각막염', '근시', '녹내장', '망막(맥락막·유리체) 질환', '백내장']"
1102,서울훼밀리의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['감기', '고혈압', '관절병증', '알레르기질환', '치매']"
1103,서내과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '비염', '정신및행동장애']"
1104,안기완내과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,"['감기', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
1105,노경원산부인과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,"['방광염', '성매개감염병', '신경인성 방광', '질염', '척추질환']"
1106,김영헌정신과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,"['우울증', '정신및행동장애', '조울증', '치매', '폭식증']"
1107,장애숙산부인과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,"['방광염', '성매개감염병', '질염']"
1108,속사랑내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
1109,최창영이비인후과의원,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDQjJDgz,"['감기', '비염', '위식도 역류질환', '중이염', '호흡계통의 질환']"
1110,효성정형외과의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,"['골절', '관절병증', '발목염좌긴장', '오십견', '척추질환']"
1111,노만희정신건강의학과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"['ADHD(과활동성 주의력 결핍장애)', '우울증', '정신및행동장애', '조울증', '치매']"
1112,참편한내과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,"['감기', '고지혈증', '고혈압', '당뇨병', '위식도 역류질환']"
1113,타임리스피부과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ2MiQyNjEwMDIjNDEjJDEjJDgjJDgz,"['건선', '대상포진', '백반증', '알레르기질환', '화상']"
1114,본정형외과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,"['고혈압', '골절', '관절병증', '발목염좌긴장', '척추질환']"
1115,남부의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,"['고혈압', '관절병증', '당뇨병', '알레르기질환', '척추질환']"
1116,광양성심내과의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,"['고혈압', '골다공증', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
1117,수미지이비인후과의원,JDQ4MTAxMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,"['감기', '비염', '위식도 역류질환', '중이염', '호흡계통의 질환']"
1118,아름다운동행의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjODEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '백내장', '정신및행동장애']"
1119,연세고운맘소아청소년과의원,JDQ4MTYyMiM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,"['비염', '알레르기질환', '장염', '중이염', '호흡계통의 질환']"
1120,노블피부과의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNzEjJDEjJDgjJDgz,"['건선', '대상포진', '알레르기질환', '탈모', '화상']"
1121,늘푸른내과의원,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNzEjJDEjJDgjJDgz,"['고지혈증', '고혈압', '당뇨병', '장염', '호흡계통의 질환']"
1122,아라의원,JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,"['근막통증증후군', '알레르기질환', '탈모', '티눈', '화상']"
1123,문수의원,JDQ4MTYyMiM3MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,"['거북목(일자목)증후군', '관절병증', '근막통증증후군', '오십견', '척추질환']"
1124,김무원내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDQjJDgz,"['고지혈증', '고혈압', '당뇨병', '위식도 역류질환', '호흡계통의 질환']"
1125,김피부과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,"['대상포진', '알레르기질환', '전립선증식증', '탈모', '티눈']"
1126,김시환내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5MiQzNjE4MzIjNTEjJDEjJDYjJDgz,"['고혈압', '당뇨병', '비염', '위식도 역류질환', '호흡계통의 질환']"
1127,중앙산부인과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz,"['방광염', '불면증', '성매개감염병', '신경인성 방광', '질염']"
1128,박문흠이비인후과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,"['감기', '비염', '이명', '중이염', '호흡계통의 질환']"
1129,서변산부인과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,"['방광염', '요실금 ', '질염', '척추질환', '호흡계통의 질환']"
1130,서울소아청소년과의원,JDQ4MTYyMiM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,"['감기', '알레르기질환', '장염', '호흡계통의 질환', '환경성질환_천식']"
1131,진량연합내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,"['감기', '고혈압', '당뇨병', '장염', '호흡계통의 질환']"
1132,강내과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNTEjJDEjJDIjJDgz,"['고지혈증', '고혈압', '당뇨병', '불면증', '지방간']"
1133,제일성모의원,JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDAjJDgz,"['고혈압', '관절병증', '당뇨병', '오십견', '척추질환']"
1134,송이비인후과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,"['감기', '비염', '알레르기질환', '이명', '중이염']"
1135,모영종비뇨기과의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"['대상포진', '방광염', '알레르기질환', '전립선증식증', '티눈']"
1136,봉화제일의원,JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,"['고혈압', '당뇨병', '알레르기질환', '척추질환', '호흡계통의 질환']"
1137,박종필성형외과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjNjEjJDEjJDAjJDgz,"['고혈압', '골절', '불면증', '티눈', '화상']"
1138,으뜸정형외과의원,JDQ4MTYyMiM2MSMkMiMkNiMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,"['거북목(일자목)증후군', '골다공증', '골절', '관절병증', '척추질환']"
1139,김영소아청소년과의원,JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz,"['감기', '비염', '알레르기질환', '장염', '호흡계통의 질환']"
